"NUTS1","NUTS2","NUTS3","DISTRICT_CODE","Postal_CODE","Dog.Breed","Anzahl","Ref_Date"
"AT1","AT13","AT113",91600,1160,"Kurzhaar Dachshund Kaninchen / Rauhhaar Dachshund Zwerg",1,20231201
"AT1","AT13","AT113",91600,1160,"Kuvasz / Mischling",1,20231201
"AT1","AT13","AT113",91600,1160,"Labradoodle",2,20231201
"AT1","AT13","AT113",91600,1160,"Labradoodle / Australian Shepherd",1,20231201
"AT1","AT13","AT113",91600,1160,"Labrador Retriever / Berner Sennenhund",1,20231201
"AT1","AT13","AT113",91600,1160,"Labrador Retriever / Cairn Terrier",1,20231201
"AT1","AT13","AT113",91600,1160,"Labrador Retriever / Dalmatiner",1,20231201
"AT1","AT13","AT113",91600,1160,"Labrador Retriever / Deutscher Schaeferhund",3,20231201
"AT1","AT13","AT113",91600,1160,"Labrador Retriever / Golden Retriever",3,20231201
"AT1","AT13","AT113",91600,1160,"Labrador Retriever / Jack Russell Terrier",1,20231201
"AT1","AT13","AT113",91600,1160,"Labrador Retriever / Mischling",39,20231201
"AT1","AT13","AT113",91600,1160,"Labrador Retriever / Schnauzer pfeffersalz",2,20231201
"AT1","AT13","AT113",91600,1160,"Labrador Retriever / Siberian Husky",1,20231201
"AT1","AT13","AT113",91600,1160,"Labrador Retriever / Zwergschnauzer pfeffer-salz",1,20231201
"AT1","AT13","AT113",91600,1160,"Lagotto romagnolo",9,20231201
"AT1","AT13","AT113",91600,1160,"Langhaar Dachshund Zwerg",1,20231201
"AT1","AT13","AT113",91600,1160,"Magyar Vizsla Drahthaar",9,20231201
"AT1","AT13","AT113",91600,1160,"Magyar Vizsla Kurzhaar / Mischling",1,20231201
"AT1","AT13","AT113",91600,1160,"Malinois / Cane Corso Italiano",1,20231201
"AT1","AT13","AT113",91600,1160,"Malinois / Mischling",1,20231201
"AT1","AT13","AT113",91600,1160,"Malteser / Bichon frise",1,20231201
"AT1","AT13","AT113",91600,1160,"Malteser / Klein- oder Mittelpudel",2,20231201
"AT1","AT13","AT113",91600,1160,"Malteser / Kleinpudel Braun",1,20231201
"AT1","AT13","AT113",91600,1160,"Malteser / Mischling",10,20231201
"AT1","AT13","AT113",91600,1160,"Malteser / Pekingese",1,20231201
"AT1","AT13","AT113",91600,1160,"Malteser / Shih Tzu",1,20231201
"AT1","AT13","AT113",91600,1160,"Malteser / Zwergpudel Apricot",1,20231201
"AT1","AT13","AT113",91600,1160,"Miniatur Bull Terrier",2,20231201
"AT1","AT13","AT113",91600,1160,"Mittelspitz Braun/Schwarz",1,20231201
"AT1","AT13","AT113",91600,1160,"Mops (Carlin) / Mischling",2,20231201
"AT1","AT13","AT113",91600,1160,"Mudi / Border Collie",1,20231201
"AT1","AT13","AT113",91600,1160,"Mudi / Mischling",2,20231201
"AT1","AT13","AT113",91600,1160,"Norfolk Terrier",3,20231201
"AT1","AT13","AT113",91600,1160,"Norfolk Terrier / Mischling",1,20231201
"AT1","AT13","AT113",91600,1160,"Nova Scotia Duck Tolling Retriever / Kooikerhondje",1,20231201
"AT1","AT13","AT113",91600,1160,"Olde English Bulldogge",3,20231201
"AT1","AT13","AT113",91600,1160,"Oesterreichischer Pinscher",2,20231201
"AT1","AT13","AT113",91600,1160,"Oesterreichischer Pinscher / Mischling",1,20231201
"AT1","AT13","AT113",91600,1160,"Parson Russell Terrier / Malteser",1,20231201
"AT1","AT13","AT113",91600,1160,"Pekingese / Malteser",1,20231201
"AT1","AT13","AT113",91600,1160,"Pekingese / Mischling",12,20231201
"AT1","AT13","AT113",91600,1160,"Petit bleu de Gascogne",1,20231201
"AT1","AT13","AT113",91600,1160,"Pinscher / Chihuahua Kurzhaar",1,20231201
"AT1","AT13","AT113",91600,1160,"Pinscher / Deutscher Schaeferhund",1,20231201
"AT1","AT13","AT113",91600,1160,"Pudel",8,20231201
"AT1","AT13","AT113",91600,1160,"Pudel / Mischling",2,20231201
"AT1","AT13","AT113",91600,1160,"Puli andersfarbig",1,20231201
"AT1","AT13","AT113",91600,1160,"Puli andersfarbig / Mischling",4,20231201
"AT1","AT13","AT113",91600,1160,"Pumi",1,20231201
"AT1","AT13","AT113",91600,1160,"Rauhhaar Dachshund Normal / Mischling",1,20231201
"AT1","AT13","AT113",91600,1160,"Riesenschnauzer pfeffer-salz",2,20231201
"AT1","AT13","AT113",91600,1160,"Rottweiler",5,20231201
"AT1","AT13","AT113",91600,1160,"Rottweiler / Deutscher Schaeferhund",1,20231201
"AT1","AT13","AT113",91600,1160,"Russkiy Toy Langhaar / Pinscher",1,20231201
"AT1","AT13","AT113",91600,1160,"Samojede",3,20231201
"AT1","AT13","AT113",91600,1160,"Schapendoes",1,20231201
"AT1","AT13","AT113",91600,1160,"Schapendoes / Siberian Husky",1,20231201
"AT1","AT13","AT113",91600,1160,"Schnauzer pfeffersalz",3,20231201
"AT1","AT13","AT113",91600,1160,"Schnauzer pfeffersalz / Airedale Terrier",1,20231201
"AT1","AT13","AT113",91600,1160,"Shetland Sheepdog / Mischling",1,20231201
"AT1","AT13","AT113",91600,1160,"Shih Tzu",28,20231201
"AT1","AT13","AT113",91600,1160,"Shih Tzu / Border Collie",1,20231201
"AT1","AT13","AT113",91600,1160,"Shih Tzu / Mischling",3,20231201
"AT1","AT13","AT113",91600,1160,"Silken Windsprite",1,20231201
"AT1","AT13","AT113",91600,1160,"Spitz",12,20231201
"AT1","AT13","AT113",91600,1160,"St. Bernhardshund Kurzhaar",1,20231201
"AT1","AT13","AT113",91600,1160,"Steirische Rauhaarbracke",1,20231201
"AT1","AT13","AT113",91600,1160,"Tibetischer Kyi Apso",1,20231201
"AT1","AT13","AT113",91600,1160,"Tschechoslowakischer Wolfhund",2,20231201
"AT1","AT13","AT113",91600,1160,"Unbekannt / Dackel",1,20231201
"AT1","AT13","AT113",91600,1160,"Unbekannt / Mischling",243,20231201
"AT1","AT13","AT113",91600,1160,"Weimaraner Kurzhaar / Mischling",1,20231201
"AT1","AT13","AT113",91600,1160,"Whippet",4,20231201
"AT1","AT13","AT113",91600,1160,"Whippet / Labrador Retriever",1,20231201
"AT1","AT13","AT113",91600,1160,"Windhund",1,20231201
"AT1","AT13","AT113",91600,1160,"Yorkshire Terrier / Chihuahua Langhaar",1,20231201
"AT1","AT13","AT113",91600,1160,"Yorkshire Terrier / Dackel",1,20231201
"AT1","AT13","AT113",91600,1160,"Yorkshire Terrier / Malteser",2,20231201
"AT1","AT13","AT113",91600,1160,"Yorkshire Terrier / Rauhhaar Dachshund Zwerg",1,20231201
"AT1","AT13","AT113",91600,1160,"Yorkshire Terrier / Schnauzer pfeffersalz",1,20231201
"AT1","AT13","AT113",91600,1160,"Zwergpinscher / Mischling",5,20231201
"AT1","AT13","AT113",91600,1160,"Zwergpudel Schwarz",1,20231201
"AT1","AT13","AT113",91600,1160,"Zwergpudel schwarz aus Mehrfarben",1,20231201
"AT1","AT13","AT113",91600,1160,"Zwergschnauzer pfeffer-salz",2,20231201
"AT1","AT13","AT113",91600,1160,"Zwergschnauzer schwarz-silber",1,20231201
"AT1","AT13","AT113",91600,1160,"Zwergspitz (Pomeranian)",27,20231201
"AT1","AT13","AT113",91700,1170,"Afghanischer Windhund / Beagle",1,20231201
"AT1","AT13","AT113",91700,1170,"Afghanischer Windhund / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"Alpenlaendische Dachsbracke",1,20231201
"AT1","AT13","AT113",91700,1170,"American Cocker Spaniel",1,20231201
"AT1","AT13","AT113",91700,1170,"American Cocker Spaniel / Zwergpudel Apricot",1,20231201
"AT1","AT13","AT113",91700,1170,"American Shepherd",1,20231201
"AT1","AT13","AT113",91700,1170,"American Shepherd / English Pointer",1,20231201
"AT1","AT13","AT113",91700,1170,"American Shepherd / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"American Staffordshire Terrier",24,20231201
"AT1","AT13","AT113",91700,1170,"Appenzeller Sennenhund",2,20231201
"AT1","AT13","AT113",91700,1170,"Australian Shepherd / Jack Russell Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Australian Silky Terrier / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"Beagle / Dalmatiner",1,20231201
"AT1","AT13","AT113",91700,1170,"Beagle / Labrador Retriever",1,20231201
"AT1","AT13","AT113",91700,1170,"Beagle / Terrier Brasileiro",1,20231201
"AT1","AT13","AT113",91700,1170,"Bedlington Terrier",2,20231201
"AT1","AT13","AT113",91700,1170,"Belgischer Schaeferhund",3,20231201
"AT1","AT13","AT113",91700,1170,"Belgischer Schaeferhund / Dackel",1,20231201
"AT1","AT13","AT113",91700,1170,"Belgischer Schaeferhund / Mischling",2,20231201
"AT1","AT13","AT113",91700,1170,"Berger de Beauce (Beauceron)",1,20231201
"AT1","AT13","AT113",91700,1170,"Berger des Pyrenees a face rase",1,20231201
"AT1","AT13","AT113",91700,1170,"Berner Sennenhund",3,20231201
"AT1","AT13","AT113",91700,1170,"Berner Sennenhund / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"Bichon frise / Malteser",1,20231201
"AT1","AT13","AT113",91700,1170,"Biewer Terrier / Yorkshire Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Bologneser",1,20231201
"AT1","AT13","AT113",91700,1170,"Bolonka Zwetna",3,20231201
"AT1","AT13","AT113",91700,1170,"Border Collie",12,20231201
"AT1","AT13","AT113",91700,1170,"Border Collie / Beagle",1,20231201
"AT1","AT13","AT113",91700,1170,"Border Collie / Berner Sennenhund",1,20231201
"AT1","AT13","AT113",91700,1170,"Border Collie / Labrador Retriever",1,20231201
"AT1","AT13","AT113",91700,1170,"Border Collie / Siberian Husky",1,20231201
"AT1","AT13","AT113",91700,1170,"Bouvier des Flandres / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"Bracke / Deutscher Schaeferhund",1,20231201
"AT1","AT13","AT113",91700,1170,"Bulldog",1,20231201
"AT1","AT13","AT113",91700,1170,"Canaan Dog / Australian Kelpie",1,20231201
"AT1","AT13","AT113",91700,1170,"Cane Corso Italiano",5,20231201
"AT1","AT13","AT113",91700,1170,"Cavalier King Charles Spaniel",12,20231201
"AT1","AT13","AT113",91700,1170,"Chihuahua Kurzhaar",43,20231201
"AT1","AT13","AT113",91700,1170,"Chihuahua Kurzhaar / Dackel",1,20231201
"AT1","AT13","AT113",91700,1170,"Chihuahua Kurzhaar / Mischling",5,20231201
"AT1","AT13","AT113",91700,1170,"Chihuahua Langhaar / Mischling",5,20231201
"AT1","AT13","AT113",91700,1170,"Chihuahua Langhaar / Shih Tzu",1,20231201
"AT1","AT13","AT113",91700,1170,"Chinese Crested Dog hairless",3,20231201
"AT1","AT13","AT113",91700,1170,"Chinese Crested Dog powderpuff",2,20231201
"AT1","AT13","AT113",91700,1170,"Chow-Chow",3,20231201
"AT1","AT13","AT113",91700,1170,"Cockerpoo",1,20231201
"AT1","AT13","AT113",91700,1170,"Collie Langhaar (Rough)",6,20231201
"AT1","AT13","AT113",91700,1170,"Dalmatiner",8,20231201
"AT1","AT13","AT113",91700,1170,"Dalmatiner / Mischling",4,20231201
"AT1","AT13","AT113",91700,1170,"Deutsch Drahthaar",1,20231201
"AT1","AT13","AT113",91700,1170,"Deutsch Kurzhaar / Deutscher Schaeferhund",1,20231201
"AT1","AT13","AT113",91700,1170,"Deutsch Kurzhaar / English Pointer",1,20231201
"AT1","AT13","AT113",91700,1170,"Deutsch Kurzhaar / Fox Terrier glatthaar",1,20231201
"AT1","AT13","AT113",91700,1170,"Deutscher Boxer gelb / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"Deutscher Jagdterrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Deutscher Jagdterrier / Mischling",4,20231201
"AT1","AT13","AT113",91700,1170,"Deutscher Jagdterrier / Pinscher",1,20231201
"AT1","AT13","AT113",91700,1170,"Deutscher Pinscher / Mischling",4,20231201
"AT1","AT13","AT113",91700,1170,"Deutscher Schaeferhund / Deutsch Kurzhaar",1,20231201
"AT1","AT13","AT113",91700,1170,"Deutscher Schaeferhund / Dobermann braun-rot",1,20231201
"AT1","AT13","AT113",91700,1170,"Deutscher Schaeferhund / Mischling",10,20231201
"AT1","AT13","AT113",91700,1170,"Deutscher Schaeferhund Langstockhaar / Collie Langhaar (Rough",1,20231201
"AT1","AT13","AT113",91700,1170,"Deutscher Spitz",1,20231201
"AT1","AT13","AT113",91700,1170,"Deutscher Wachtelhund",1,20231201
"AT1","AT13","AT113",91700,1170,"Dobermann braun-rot",2,20231201
"AT1","AT13","AT113",91700,1170,"Dobermann schwarz-rot",1,20231201
"AT1","AT13","AT113",91700,1170,"English Cocker Spaniel einfaerbig / Lagotto romagnolo",1,20231201
"AT1","AT13","AT113",91700,1170,"English Cocker Spaniel einfaerbig / Zwergpudel Apricot",2,20231201
"AT1","AT13","AT113",91700,1170,"English Cocker Spaniel mehrfaerbig",5,20231201
"AT1","AT13","AT113",91700,1170,"English Cocker Spaniel mehrfaerbig / Grosspudel Apricot",1,20231201
"AT1","AT13","AT113",91700,1170,"English Cocker Spaniel mehrfaerbig / Lagotto romagnolo",1,20231201
"AT1","AT13","AT113",91700,1170,"English Pointer / Mischling",2,20231201
"AT1","AT13","AT113",91700,1170,"English Setter / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"English Springer Spaniel / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"Entlebucher Sennenhund / Berner Sennenhund",1,20231201
"AT1","AT13","AT113",91700,1170,"Fox Terrier drahthaar / Mischling",3,20231201
"AT1","AT13","AT113",91700,1170,"Fox Terrier glatthaar / Jack Russell Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Fox Terrier glatthaar / Mischling",2,20231201
"AT1","AT13","AT113",91700,1170,"Golden Retriever",33,20231201
"AT1","AT13","AT113",91700,1170,"Golden Retriever / Berner Sennenhund",1,20231201
"AT1","AT13","AT113",91700,1170,"Golden Retriever / Border Collie",1,20231201
"AT1","AT13","AT113",91700,1170,"Golden Retriever / Collie Langhaar (Rough)",1,20231201
"AT1","AT13","AT113",91700,1170,"Golden Retriever / Labrador Retriever",2,20231201
"AT1","AT13","AT113",91700,1170,"Golden Retriever / Mischling",5,20231201
"AT1","AT13","AT113",91700,1170,"Golden Retriever / Pudel",1,20231201
"AT1","AT13","AT113",91700,1170,"Golden Retriever / Zwergpudel Apricot",1,20231201
"AT1","AT13","AT113",91700,1170,"Gordon Setter",1,20231201
"AT1","AT13","AT113",91700,1170,"Gordon Setter / Belgischer Schaeferhund",1,20231201
"AT1","AT13","AT113",91700,1170,"Greyhound",4,20231201
"AT1","AT13","AT113",91700,1170,"Griffon belge",1,20231201
"AT1","AT13","AT113",91700,1170,"Griffon belge / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"Groenendael",1,20231201
"AT1","AT13","AT113",91700,1170,"Grosser Muensterlaender",2,20231201
"AT1","AT13","AT113",91700,1170,"Grosspudel Apricot",1,20231201
"AT1","AT13","AT113",91700,1170,"Grosspudel Schwarz / Golden Retriever",1,20231201
"AT1","AT13","AT113",91700,1170,"Havaneser / Dackel",1,20231201
"AT1","AT13","AT113",91700,1170,"Havaneser / Mischling",7,20231201
"AT1","AT13","AT113",91700,1170,"Hellinikos Ichnilatis",1,20231201
"AT1","AT13","AT113",91700,1170,"Hollaendischer Schaeferhund Kurzhaar",2,20231201
"AT1","AT13","AT113",91700,1170,"Irish Red and White Setter / Jack Russell Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Irish Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Irish Terrier / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"Italienisches Windspiel / Thai Ridgeback Dog",1,20231201
"AT1","AT13","AT113",91700,1170,"Jack Russell Terrier / Kurzhaar Dachshund Kaninchen",1,20231201
"AT1","AT13","AT113",91700,1170,"Jack Russell Terrier / Malteser",1,20231201
"AT1","AT13","AT113",91700,1170,"Jagdterrier / Mischling",2,20231201
"AT1","AT13","AT113",91700,1170,"Japanischer Spitz",2,20231201
"AT1","AT13","AT113",91700,1170,"Klein- oder Mittelpudel",3,20231201
"AT1","AT13","AT113",91700,1170,"Klein- oder Mittelpudel / Mischling",2,20231201
"AT1","AT13","AT113",91700,1170,"Klein- oder Mittelpudel / Welsh Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Kleinpudel Apricot",1,20231201
"AT1","AT13","AT113",91700,1170,"Kurzhaar Dachshund Kaninchen",1,20231201
"AT1","AT13","AT113",91700,1170,"Kurzhaar Dachshund Kaninchen / Jack Russell Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Kurzhaar Dachshund Normal",1,20231201
"AT1","AT13","AT113",91700,1170,"Kurzhaar Dachshund Normal / Jack Russell Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Kurzhaar Dachshund Zwerg",4,20231201
"AT1","AT13","AT113",91700,1170,"Labrador Retriever / Border Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Labrador Retriever / Deutscher Schaeferhund",1,20231201
"AT1","AT13","AT113",91700,1170,"Labrador Retriever / Flat-Coated Retriever",2,20231201
"AT1","AT13","AT113",91700,1170,"Labrador Retriever / Italienisches Windspiel",1,20231201
"AT1","AT13","AT113",91700,1170,"Labrador Retriever / Jack Russell Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Labrador Retriever / Pudel",1,20231201
"AT1","AT13","AT113",91700,1170,"Labrador Retriever / Welsh Corgi Cardigan",1,20231201
"AT1","AT13","AT113",91700,1170,"Lagotto romagnolo / English Cocker Spaniel mehrfaerbig",1,20231201
"AT1","AT13","AT113",91700,1170,"Langhaar Dachshund Normal / Welsh Corgi Cardigan",1,20231201
"AT1","AT13","AT113",91700,1170,"Leonberger",1,20231201
"AT1","AT13","AT113",91700,1170,"Lhasa Apso",1,20231201
"AT1","AT13","AT113",91700,1170,"Magyar Vizsla Drahthaar / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"Malinois / Labrador Retriever",1,20231201
"AT1","AT13","AT113",91700,1170,"Malteser / Yorkshire Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Malteser / Zwergpudel Apricot",1,20231201
"AT1","AT13","AT113",91700,1170,"Mastino Napoletano / Berner Sennenhund",1,20231201
"AT1","AT13","AT113",91700,1170,"Mittelspitz Braun/Schwarz / Klein- oder Mittelpudel",1,20231201
"AT1","AT13","AT113",91700,1170,"Mops (Carlin)",16,20231201
"AT1","AT13","AT113",91700,1170,"Mops (Carlin) / Deutscher Pinscher",1,20231201
"AT1","AT13","AT113",91700,1170,"Mudi / Australian Kelpie",1,20231201
"AT1","AT13","AT113",91700,1170,"Mudi / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"Oesterreichischer Pinscher",1,20231201
"AT1","AT13","AT113",91700,1170,"Oesterreichischer Pinscher / Deutscher Pinscher",1,20231201
"AT1","AT13","AT113",91700,1170,"Oesterreichischer Pinscher / Labrador Retriever",1,20231201
"AT1","AT13","AT113",91700,1170,"Parson Russell Terrier",6,20231201
"AT1","AT13","AT113",91700,1170,"Perro de agua Espanol",3,20231201
"AT1","AT13","AT113",91700,1170,"Pinscher / Labrador Retriever",1,20231201
"AT1","AT13","AT113",91700,1170,"Pit Bull Terrier / American Staffordshire Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Puli andersfarbig / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"Pumi / Mischling",3,20231201
"AT1","AT13","AT113",91700,1170,"Riesenschnauzer pfeffer-salz",2,20231201
"AT1","AT13","AT113",91700,1170,"Saluki / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"Schnauzer pfeffersalz / Border Collie",1,20231201
"AT1","AT13","AT113",91700,1170,"Schnauzer pfeffersalz / Labrador Retriever",1,20231201
"AT1","AT13","AT113",91700,1170,"Schnauzer pfeffersalz / Mischling",4,20231201
"AT1","AT13","AT113",91700,1170,"Scottish Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Shih Tzu / Malteser",1,20231201
"AT1","AT13","AT113",91700,1170,"Siberian Husky",13,20231201
"AT1","AT13","AT113",91700,1170,"Spinone Italiano",1,20231201
"AT1","AT13","AT113",91700,1170,"Spitz / Mischling",3,20231201
"AT1","AT13","AT113",91700,1170,"Spitz / Norsk Lundehund",1,20231201
"AT1","AT13","AT113",91700,1170,"Staffordshire Bullterrier / Mischling",2,20231201
"AT1","AT13","AT113",91700,1170,"Tibetan Terrier",8,20231201
"AT1","AT13","AT113",91700,1170,"Toypudel Apricot",2,20231201
"AT1","AT13","AT113",91700,1170,"Toypudel Apricot / Mischling",1,20231201
"AT1","AT13","AT113",91700,1170,"Toypudel Apricot / Yorkshire Terrier",1,20231201
"AT1","AT13","AT113",91700,1170,"Unbekannt",62,20231201
"AT1","AT13","AT113",91700,1170,"Welsh Corgi Pembroke",1,20231201
"AT1","AT13","AT113",91700,1170,"West Highland White Terrier",5,20231201
"AT1","AT13","AT113",91700,1170,"Windhund",1,20231201
"AT1","AT13","AT113",91700,1170,"Xoloitzcuintle Miniatura",1,20231201
"AT1","AT13","AT113",91700,1170,"Yorkshire Terrier",22,20231201
"AT1","AT13","AT113",91700,1170,"Zwergpinscher",10,20231201
"AT1","AT13","AT113",91700,1170,"Zwergpinscher / Mischling",8,20231201
"AT1","AT13","AT113",91700,1170,"Zwergpudel Weiss",1,20231201
"AT1","AT13","AT113",91700,1170,"Zwergpudel Weiss / Havaneser",1,20231201
"AT1","AT13","AT113",91700,1170,"Zwergschnauzer pfeffer-salz",6,20231201
"AT1","AT13","AT113",91700,1170,"Zwergspitz (Pomeranian) / Chihuahua Langhaar",1,20231201
"AT1","AT13","AT113",91800,1180,"Affenpinscher / Mischling",1,20231201
"AT1","AT13","AT113",91800,1180,"Akita",9,20231201
"AT1","AT13","AT113",91800,1180,"Alaskan Malamute / Belgischer Schaeferhund",1,20231201
"AT1","AT13","AT113",91800,1180,"American Cocker Spaniel",3,20231201
"AT1","AT13","AT113",91800,1180,"American Cocker Spaniel / Mischling",1,20231201
"AT1","AT13","AT113",91800,1180,"American Hairless Terrier",1,20231201
"AT1","AT13","AT113",91800,1180,"American Staffordshire Terrier / Mischling",2,20231201
"AT1","AT13","AT113",91800,1180,"Appenzeller Sennenhund",1,20231201
"AT1","AT13","AT113",91800,1180,"Australian Shepherd",16,20231201
"AT1","AT13","AT113",91800,1180,"Australian Shepherd / Border Collie",2,20231201
"AT1","AT13","AT113",91800,1180,"Australian Shepherd / Dalmatiner",1,20231201
"AT1","AT13","AT113",91800,1180,"Australian Shepherd / English Cocker Spaniel mehrfaerbig",1,20231201
"AT1","AT13","AT113",91800,1180,"Australian Silky Terrier / Yorkshire Terrier",1,20231201
"AT1","AT13","AT113",91800,1180,"Barbet",1,20231201
"AT1","AT13","AT113",91800,1180,"Barsoi",4,20231201
"AT1","AT13","AT113",91800,1180,"Bayrischer Gebirgsschweisshund / Mischling",1,20231201
"AT1","AT13","AT113",91800,1180,"Beagle / Labrador Retriever",1,20231201
"AT1","AT13","AT113",91800,1180,"Belgischer Schaeferhund / Deutscher Schaeferhund",1,20231201
"AT1","AT13","AT113",91800,1180,"Belgischer Schaeferhund / Mischling",5,20231201
"AT1","AT13","AT113",91800,1180,"Berger Blanc Suisse",5,20231201
"AT1","AT13","AT113",91800,1180,"Berger de Brie (Briard) / Mischling",1,20231201
"AT1","AT13","AT113",91800,1180,"Berner Sennenhund",6,20231201
"AT1","AT13","AT113",91800,1180,"Border Collie",17,20231201
"AT1","AT13","AT113",91800,1180,"Border Collie / Appenzeller Sennenhund",1,20231201
"AT1","AT13","AT113",91800,1180,"Border Collie / Stabyhoun",1,20231201
"AT1","AT13","AT113",91800,1180,"Border Terrier",4,20231201
"AT1","AT13","AT113",91800,1180,"Boston Terrier / Franzoesische Bulldogge",1,20231201
"AT1","AT13","AT113",91800,1180,"Bracco Italiano",1,20231201
"AT1","AT13","AT113",91800,1180,"Bracco Italiano / Istrianer Bracke Rauhhaar (Ostrodlaki Goni",1,20231201
"AT1","AT13","AT113",91800,1180,"Cairn Terrier",2,20231201
"AT1","AT13","AT113",91800,1180,"Cao de Agua Portugues (Portug. Wasserhund) / Mischling",2,20231201
"AT1","AT13","AT113",91800,1180,"Chihuahua Kurzhaar",36,20231201
"AT1","AT13","AT113",91800,1180,"Chihuahua Langhaar",9,20231201
"AT1","AT13","AT113",91800,1180,"Chihuahua Langhaar / Mischling",2,20231201
"AT1","AT13","AT113",91800,1180,"Chihuahua Langhaar / Papillon",1,20231201
"AT1","AT13","AT113",91800,1180,"Chihuahua Langhaar / West Highland White Terrier",1,20231201
"AT1","AT13","AT113",91800,1180,"Chow-Chow / Mischling",1,20231201
"AT1","AT13","AT113",91800,1180,"Clumber Spaniel",1,20231201
"AT1","AT13","AT113",91800,1180,"Coban Koepegi (Anatolischer Hirtenhund)",2,20231201
"AT1","AT13","AT113",91800,1180,"Collie Kurzhaar (Smooth)",2,20231201
"AT1","AT13","AT113",91800,1180,"Collie Langhaar (Rough)",1,20231201
"AT1","AT13","AT113",91800,1180,"Dackel / Chihuahua Kurzhaar",1,20231201
"AT1","AT13","AT113",91800,1180,"Dackel / Mischling",12,20231201
"AT1","AT13","AT113",91800,1180,"Dackel / Yorkshire Terrier",1,20231201
"AT1","AT13","AT113",91800,1180,"Deutsch Drahthaar",1,20231201
"AT1","AT13","AT113",91800,1180,"Deutsch Drahthaar / Mischling",1,20231201
"AT1","AT13","AT113",91800,1180,"Deutsch Kurzhaar",3,20231201
"AT1","AT13","AT113",91800,1180,"Deutsch Kurzhaar / Berner Sennenhund",1,20231201
"AT1","AT13","AT113",91800,1180,"Deutsch Kurzhaar / Mischling",1,20231201
"AT1","AT13","AT113",91800,1180,"Deutsche Dogge blau / Berner Sennenhund",1,20231201
"AT1","AT13","AT113",91800,1180,"Deutscher Boxer gelb",6,20231201
"AT1","AT13","AT113",91800,1180,"Deutscher Boxer gelb / Mischling",1,20231201
"AT1","AT13","AT113",91800,1180,"Deutscher Pinscher / Schnauzer pfeffersalz",1,20231201
"AT1","AT13","AT113",91800,1180,"Deutscher Schaeferhund / Labrador Retriever",1,20231201
"AT1","AT13","AT113",91800,1180,"Deutscher Schaeferhund Langstockhaar",5,20231201
"AT1","AT13","AT113",91800,1180,"Deutscher Spitz",2,20231201
"AT1","AT13","AT113",91800,1180,"Deutscher Spitz / Zwergpudel Schwarz",1,20231201
"AT1","AT13","AT113",91800,1180,"English Cocker Spaniel einfaerbig / Labrador Retriever",1,20231201
"AT1","AT13","AT113",91800,1180,"English Cocker Spaniel einfaerbig / Pudelpointer",1,20231201
"AT1","AT13","AT113",91800,1180,"English Cocker Spaniel einfaerbig / Toypudel Braun",1,20231201
"AT1","AT13","AT113",91800,1180,"English Cocker Spaniel mehrfaerbig",7,20231201
"AT1","AT13","AT113",91800,1180,"English Cocker Spaniel mehrfaerbig / Labradoodle",1,20231201
"AT1","AT13","AT113",91800,1180,"English Cocker Spaniel mehrfaerbig / Mischling",3,20231201
"AT1","AT13","AT113",91800,1180,"English Cocker Spaniel mehrfaerbig / Mittelspitz Braun/Schwar",1,20231201
"AT1","AT13","AT113",91800,1180,"English Pointer",2,20231201
"AT1","AT13","AT113",91800,1180,"English Springer Spaniel",2,20231201
"AT1","AT13","AT113",91800,1180,"Entlebucher Sennenhund / Appenzeller Sennenhund",1,20231201
"AT1","AT13","AT113",91800,1180,"Eurasier",2,20231201
"AT1","AT13","AT113",91800,1180,"Eurasier / Chow-Chow",1,20231201
"AT1","AT13","AT113",91800,1180,"Fox Terrier drahthaar",2,20231201
"AT1","AT13","AT113",91800,1180,"Fox Terrier glatthaar",1,20231201
